"","Churn","SeniorCitizen","tenure","MonthlyCharges","TotalCharges","gender_Male","Partner_Yes","Dependents_Yes","PhoneService_Yes","MultipleLines_No.phone.service","MultipleLines_Yes","InternetService_Fiber.optic","InternetService_No","OnlineSecurity_No.internet.service","OnlineSecurity_Yes","OnlineBackup_No.internet.service","OnlineBackup_Yes","DeviceProtection_No.internet.service","DeviceProtection_Yes","TechSupport_No.internet.service","TechSupport_Yes","StreamingTV_No.internet.service","StreamingTV_Yes","StreamingMovies_No.internet.service","StreamingMovies_Yes","Contract_One.year","Contract_Two.year","PaperlessBilling_Yes","PaymentMethod_Credit.card..automatic.","PaymentMethod_Electronic.check","PaymentMethod_Mailed.check"
"61","No","-0.4398853"," 0.59564986"," 1.1877119176"," 1.070118e+00","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"62","No","-0.4398853"," 1.12497700"," 0.8354359652"," 1.398291e+00"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"63","No","-0.4398853"," 1.61358668","-0.7531291788"," 2.999524e-01"," 0.9904615"," 1.0344568","-0.6539655","-3.0537936"," 3.0537936","-0.8541155","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129"," 1.7761515","-1.2050277","-0.5250101","-0.7109755","-0.5447682"
"64","No","-0.4398853","-0.58515685","-0.3443561397","-5.848702e-01","-1.0094870"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890","-0.7900756","-0.525890","-0.7960136"," 1.9444438","-0.5629351"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"65","Yes","-0.4398853","-0.95161411"," 0.9849870771","-6.289370e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351","-1.2050277","-0.5250101"," 1.4063185","-0.5447682"
"66","No","-0.4398853","-1.19591895"," 0.3502256911","-8.995385e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890","-0.7239161","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"67","No","-0.4398853"," 0.59564986"," 0.4698665806"," 6.037420e-01"," 0.9904615"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136"," 1.9444438","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"68","No","-0.4398853","-0.05582971"," 0.4798366547"," 9.482223e-02","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129"," 1.7761515","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"69","No","-0.4398853"," 0.71780227","-1.4826062690","-5.964330e-01","-1.0094870"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129"," 1.7761515","-1.2050277","-0.5250101","-0.7109755","-0.5447682"
"70","No","-0.4398853","-0.91089664"," 0.5014384820","-6.156530e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755"," 1.8353823"
"71","No","-0.4398853","-1.27735389","-0.5221557949","-9.856199e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890"," 1.5637607","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"72","No","-0.4398853"," 0.79923722","-1.4742978739","-5.259306e-01","-1.0094870"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136"," 1.9444438","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"73","No"," 2.2729973"," 1.28784689"," 1.5566046603"," 2.125735e+00"," 0.9904615"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129"," 1.7761515"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"74","No","-0.4398853"," 1.20641195","-1.3463485893","-3.785484e-01"," 0.9904615"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129"," 1.7761515"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"75","No","-0.4398853","-1.19591895","-0.0086969774","-9.289752e-01","-1.0094870","-0.9665537"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890"," 1.5637607","-0.525890","-0.7900756","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"76","No"," 2.2729973"," 0.96210711"," 1.5200477218"," 1.702279e+00","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815"," 1.9444438","-0.5629351","-1.2050277","-0.5250101"," 1.4063185","-0.5447682"
"77","No","-0.4398853"," 0.55493238","-0.3028141641"," 1.794031e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890"," 1.2560815"," 1.9444438","-0.5629351","-1.2050277"," 1.9044550","-0.7109755","-0.5447682"
"78","No","-0.4398853","-0.99233158","-0.3360477446","-7.944358e-01","-1.0094870"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"79","No"," 2.2729973","-0.09654718"," 0.3319472218","-7.548703e-02"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"80","No","-0.4398853"," 0.51421491","-1.2915131816","-4.703450e-01","-1.0094870"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136"," 1.9444438","-0.5629351"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"81","Yes","-0.4398853","-1.27735389"," 0.4848216918","-9.722476e-01","-1.0094870","-0.9665537"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"82","No","-0.4398853","-0.87017916","-0.4723054243","-7.577612e-01","-1.0094870"," 1.0344568"," 1.5289155","-3.0537936"," 3.0537936","-0.8541155","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351","-1.2050277","-0.5250101"," 1.4063185","-0.5447682"
"83","Yes","-0.4398853","-1.03304905"," 0.3452406540","-7.879703e-01","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"84","No","-0.4398853"," 0.39206249"," 1.2973827330"," 9.025886e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"85","No","-0.4398853"," 0.67708480","-1.4826062690","-5.776986e-01","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129"," 1.7761515"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"86","No","-0.4398853","-0.95161411"," 1.1478316211","-6.017952e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"87","No","-0.4398853"," 0.10704018","-0.0867958914","-2.952251e-02","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890","-0.7960136"," 1.9444438","-0.5629351"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"88","No","-0.4398853"," 0.63636733","-1.4659894788","-5.407813e-01","-1.0094870"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129"," 1.7761515","-1.2050277","-0.5250101","-0.7109755","-0.5447682"
"89","No","-0.4398853"," 0.55493238","-1.4892529851","-5.981101e-01","-1.0094870"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129"," 1.7761515"," 0.8297386","-0.5250101","-0.7109755"," 1.8353823"
"90","No","-0.4398853","-0.13726465","-1.0306295753","-5.618548e-01"," 0.9904615"," 1.0344568","-0.6539655","-3.0537936"," 3.0537936","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"91","No","-0.4398853","-0.09654718"," 0.5745523589"," 1.270393e-01"," 0.9904615"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101","-0.7109755","-0.5447682"
"92","No"," 2.2729973","-1.27735389"," 0.3302855428","-9.742998e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890"," 1.5637607","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101"," 1.4063185","-0.5447682"
"93","No","-0.4398853"," 1.36928184"," 0.6393578407"," 1.514603e+00"," 0.9904615"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129"," 1.7761515"," 0.8297386","-0.5250101","-0.7109755"," 1.8353823"
"94","No","-0.4398853"," 1.32856437"," 1.5383261910"," 2.129266e+00","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"95","No","-0.4398853"," 1.61358668"," 1.2010053498"," 2.284636e+00"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129"," 1.7761515"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"96","Yes","-0.4398853","-0.82946169"," 0.4715282596","-5.979998e-01","-1.0094870","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"97","No","-0.4398853"," 1.57286920"," 0.0694019365"," 1.088477e+00"," 0.9904615"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890","-0.7239161","-0.525890"," 1.5637607","-0.525890","-0.7900756","-0.525890","-0.7960136"," 1.9444438","-0.5629351"," 0.8297386"," 1.9044550","-0.7109755","-0.5447682"
"98","Yes","-0.4398853","-1.11448400","-1.4526960466","-9.570218e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"99","No","-0.4398853"," 0.79923722","-1.4543577256","-5.186265e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129"," 1.7761515","-1.2050277","-0.5250101","-0.7109755","-0.5447682"
"100","Yes"," 2.2729973","-0.30013454"," 1.1212447568"," 1.024572e-01","-1.0094870"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151","-0.8541155"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"101","No","-0.4398853","-1.27735389","-1.4809445899","-9.983523e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"102","No","-0.4398853","-1.27735389","-1.5058697753","-9.986833e-01","-1.0094870"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101"," 1.4063185","-0.5447682"
"103","No","-0.4398853"," 0.22919260"," 1.0049272253"," 5.839925e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890","-0.7960136"," 1.9444438","-0.5629351","-1.2050277","-0.5250101","-0.7109755","-0.5447682"
"104","No"," 2.2729973"," 1.36928184","-0.6384733264"," 3.287492e-01","-1.0094870"," 1.0344568","-0.6539655","-3.0537936"," 3.0537936","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890","-0.7960136"," 1.9444438","-0.5629351","-1.2050277","-0.5250101","-0.7109755","-0.5447682"
"105","Yes","-0.4398853"," 1.45071678"," 1.5034309316"," 2.352071e+00"," 0.9904615"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890"," 1.3781427","-0.525890"," 1.3811794","-0.525890"," 1.5637607","-0.525890"," 1.2655219","-0.525890"," 1.2560815","-0.5142129"," 1.7761515"," 0.8297386","-0.5250101","-0.7109755","-0.5447682"
"106","No","-0.4398853","-1.11448400","-1.3446869102","-9.630459e-01"," 0.9904615","-0.9665537","-0.6539655","-3.0537936"," 3.0537936","-0.8541155","-0.8855969","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136","-0.5142129","-0.5629351","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"107","No","-0.4398853"," 1.61358668"," 1.3090144861"," 2.215788e+00","-1.0094870"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815"," 1.9444438","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
"108","No","-0.4398853","-0.01511224","-1.1502704648","-5.978674e-01","-1.0094870","-0.9665537","-0.6539655","-3.0537936"," 3.0537936","-0.8541155","-0.8855969","-0.525890","-0.525890"," 1.577342","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890","-0.7900756","-0.525890","-0.7960136"," 1.9444438","-0.5629351","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"109","No","-0.4398853"," 0.43277997"," 0.9833253980"," 7.233204e-01"," 0.9904615","-0.9665537","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890","-0.633888","-0.525890","-0.7255112","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890"," 1.2560815"," 1.9444438","-0.5629351","-1.2050277","-0.5250101","-0.7109755"," 1.8353823"
"110","No","-0.4398853"," 1.61358668","-1.5075314543","-4.056240e-01"," 0.9904615"," 1.0344568"," 1.5289155"," 0.3274151","-0.3274151","-0.8541155","-0.8855969"," 1.901268"," 1.901268","-0.633888"," 1.901268","-0.7255112"," 1.901268","-0.7239161"," 1.901268","-0.6393932"," 1.901268","-0.7900756"," 1.901268","-0.7960136","-0.5142129"," 1.7761515","-1.2050277"," 1.9044550","-0.7109755","-0.5447682"
"111","Yes","-0.4398853"," 0.92138964"," 1.0630859910"," 1.304817e+00"," 0.9904615"," 1.0344568","-0.6539655"," 0.3274151","-0.3274151"," 1.1706356"," 1.1290216","-0.525890","-0.525890"," 1.577342","-0.525890"," 1.3781427","-0.525890","-0.7239161","-0.525890","-0.6393932","-0.525890"," 1.2655219","-0.525890","-0.7960136","-0.5142129","-0.5629351"," 0.8297386","-0.5250101"," 1.4063185","-0.5447682"
